Accession,Description,Genome Length (KB),molGC (%),Genus,Sub-family,Family,Host,Genome composition,Phage Species
LC567835,Enterobacteria phage PPyecE_EH1910,50,52,Unclassified,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_3436
NC_047959,Enterobacteria phage vB_EcoS_IME18,50,46,Tunavirus,Tunavirinae,Drexlerviridae,Enterobacteria,dsDNA,vOTU_3343
AB285204,Enterobacteria phage cdtI,47,49,Unclassified,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_3913
AY736146,Enterobacteria phage ES18,47,49,Unclassified,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_3931
NC_006949,Enterobacteria phage ES18,47,49,Unclassified,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_3931
NC_009514,Enterobacteria phage cdtI,47,49,Unclassified,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_3913
JQ182736,Enterobacteria phage vB_EcoS_Rogue1,46,44,Rogunavirus,Rogunavirinae,Drexlerviridae,Enterobacteria,dsDNA,vOTU_3769
JX871397,Enterobacteria phage phi80,46,52,Unclassified,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_4052
LC567828,Enterobacteria phage PPompW_EH2201,46,51,Unclassified,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_1201
NC_019718,Enterobacteria phage vB_EcoS_Rogue1,46,44,Rogunavirus,Rogunavirinae,Drexlerviridae,Enterobacteria,dsDNA,vOTU_3769
NC_021190,Enterobacteria phage phi80,46,52,Unclassified,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_4052
JQ086371,Enterobacteria phage HK225,45,52,Unclassified,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_4224
JQ182728,Enterobacteria phage mEp460,45,51,Unclassified,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_4522
NC_019716,Enterobacteria phage mEp460,45,51,Unclassified,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_4522
NC_019717,Enterobacteria phage HK225,45,52,Unclassified,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_4224
JQ182733,Enterobacteria phage mEp213,44,51,Aguilavirus,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_4668
JQ182730,Enterobacteria phage mEp237,44,51,Unclassified,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_4568
LC567822,Enterobacteria phage PPompW_132418,44,51,Unclassified,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_1201
LC567826,Enterobacteria phage PPompW_699,44,51,Unclassified,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_1201
LC567832,Enterobacteria phage PPompW_EH1992,44,51,Unclassified,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_1201
LC567836,Enterobacteria phage PPompW_EH2246,44,52,Unclassified,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_1201
LC567839,Enterobacteria phage PPompW_EH1846,44,51,Unclassified,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_1201
NC_019720,Enterobacteria phage mEp213,44,51,Aguilavirus,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_4668
NC_019704,Enterobacteria phage mEp237,44,51,Unclassified,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_4568
JQ182734,Enterobacteria phage mEp043 c-1,43,51,Aguilavirus,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_5185
KC333879,Enterobacteria phage phiJLA23,43,44,Rogunavirus,Rogunavirinae,Drexlerviridae,Enterobacteria,dsDNA,vOTU_3869
AJ298298,Enterobacteria phage phiP27,43,49,Unclassified,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_5260
NC_019706,Enterobacteria phage mEp043 c-1,43,51,Aguilavirus,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_5185
NC_047740,Enterobacteria phage phiJLA23,43,44,Rogunavirus,Rogunavirinae,Drexlerviridae,Enterobacteria,dsDNA,vOTU_3869
NC_003356,Enterobacteria phage phiP27,43,49,Unclassified,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_5260
GQ422450,Enterobacteria phage UAB_Phi20,42,47,Lederbergvirus,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_5537
KF591601,Enterobacteria phage IME_EC2,42,59,Murrayvirus,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_5417
MH547045,Enterobacteria phage O276,42,51,Lambdavirus,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_3551
NC_031019,Enterobacteria phage UAB_Phi20,42,47,Lederbergvirus,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_5537
NC_047742,Enterobacteria phage IME_EC2,42,59,Murrayvirus,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_5417
NC_049951,Enterobacteria phage O276,42,51,Lambdavirus,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_3551
AB102868,Enterobacteria phage ST104,41,47,Lederbergvirus,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_5696
GQ422451,Enterobacteria phage Phi75,41,47,Lederbergvirus,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_5537
JQ086370,Enterobacteria phage HK140,41,50,Yautsimvirus,Hendrixvirinae,Unclassified,Enterobacteria,dsDNA,vOTU_5979
NC_005841,Enterobacteria phage ST104,41,47,Lederbergvirus,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_5696
NC_019710,Enterobacteria phage HK140,41,50,Yautsimvirus,Hendrixvirinae,Unclassified,Enterobacteria,dsDNA,vOTU_5979
PP430152,Enterobacteria phage FtMidnight,41,46,Unclassified,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_5858
CP000711,Enterobacteria phage CUS-3,40,47,Lederbergvirus,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_6190
JF974339,Enterobacteria phage IME10,40,47,Lederbergvirus,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_6405
JN600960,Enterobacteria phage IME10,40,47,Lederbergvirus,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_6405
JQ182729,Enterobacteria phage mEp390,40,52,Unclassified,Hendrixvirinae,Unclassified,Enterobacteria,dsDNA,vOTU_6257
NC_019501,Enterobacteria phage IME10,40,47,Lederbergvirus,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_6405
NC_019721,Enterobacteria phage mEp390,40,52,Unclassified,Hendrixvirinae,Unclassified,Enterobacteria,dsDNA,vOTU_6257
KJ832078,Enterobacteria phage Sf101,39,47,Lederbergvirus,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_6695
MZ398247,Enterobacteria phage IME177,39,50,Kayfunavirus,Studiervirinae,Autographiviridae,Enterobacteria,dsDNA,vOTU_5908
MZ833439,Enterobacteria phage AH67C600_Q5,39,48,Teseptimavirus,Studiervirinae,Autographiviridae,Enterobacteria,dsDNA,vOTU_6666
NC_027398,Enterobacteria phage Sf101,39,47,Lederbergvirus,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_6695
AF335538,Enterobacteria phage HK620,38,47,Lederbergvirus,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_6788
AJ318471,Enterobacteria phage T3,38,50,Teetrevirus,Studiervirinae,Autographiviridae,Enterobacteria,dsDNA,vOTU_6805
JQ182731,Enterobacteria phage mEp235,38,50,Nochtlivirus,Hendrixvirinae,Unclassified,Enterobacteria,dsDNA,vOTU_6915
JX421753,Enterobacteria phage T7M,38,50,Teetrevirus,Studiervirinae,Autographiviridae,Enterobacteria,dsDNA,vOTU_6805
KC960671,Enterobacteria phage T3,38,50,Teetrevirus,Studiervirinae,Autographiviridae,Enterobacteria,dsDNA,vOTU_6805
LC730324,Enterobacteria phage T3,38,50,Teetrevirus,Studiervirinae,Autographiviridae,Enterobacteria,dsDNA,vOTU_6805
MH779619,Enterobacteria phage vB_EcoP_IME390,38,49,Teseptimavirus,Studiervirinae,Autographiviridae,Enterobacteria,dsDNA,vOTU_6742
JX509734,Enterobacteria phage SfI,38,50,Unclassified,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_6767
NC_002730,Enterobacteria phage HK620,38,47,Lederbergvirus,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_6788
NC_003298,Enterobacteria phage T3,38,50,Teetrevirus,Studiervirinae,Autographiviridae,Enterobacteria,dsDNA,vOTU_6805
NC_019708,Enterobacteria phage mEp235,38,50,Nochtlivirus,Hendrixvirinae,Unclassified,Enterobacteria,dsDNA,vOTU_6915
NC_047864,Enterobacteria phage T3,38,50,Teetrevirus,Studiervirinae,Autographiviridae,Enterobacteria,dsDNA,vOTU_6805
NC_047867,Enterobacteria phage T7M,38,50,Teetrevirus,Studiervirinae,Autographiviridae,Enterobacteria,dsDNA,vOTU_6805
NC_048082,Enterobacteria phage vB_EcoP_IME390,38,49,Teseptimavirus,Studiervirinae,Autographiviridae,Enterobacteria,dsDNA,vOTU_6742
NC_027339,Enterobacteria phage SfI,38,50,Unclassified,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_6767
NC_003444,Enterobacteria phage SfV,37,51,Unclassified,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_7023
SFU82619,Enterobacteria phage SfV,37,51,Unclassified,Unclassified,Unclassified,Enterobacteria,dsDNA,vOTU_7023
KF322032,Enterobacteria phage fiAA91-ss,34,52,Peduovirus,Unclassified,Peduoviridae,Enterobacteria,dsDNA,vOTU_7452
NC_022750,Enterobacteria phage fiAA91-ss,34,52,Peduovirus,Unclassified,Peduoviridae,Enterobacteria,dsDNA,vOTU_7452
FN582354,Enterobacteria phage phi80,23,53,Unclassified,Unclassified,Unclassified,Enterobacteria,,vOTU_4052
AY441783,Enterobacteria phage PR772,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
AY848684,Enterobacteria phage L17,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
AY848685,Enterobacteria phage PR3,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
AY848686,Enterobacteria phage PR4,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8218
AY848687,Enterobacteria phage PR5,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
AY848688,Enterobacteria phage PR772,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
AY848689,Enterobacteria phage PRD1,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412815,Enterobacteria phage PRDamber,15,48,Unclassified,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8238
PP412816,Enterobacteria phage PRDaquamarine,15,48,Unclassified,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8223
PP412817,Enterobacteria phage PRDasparagus,15,48,Unclassified,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8223
PP412819,Enterobacteria phage PRDavocado,15,48,Unclassified,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8234
PP412823,Enterobacteria phage PRDcanary,15,48,Unclassified,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8237
PP412827,Enterobacteria phage PRDcherry,15,48,Unclassified,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412828,Enterobacteria phage PRDcobalt,15,48,Unclassified,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8236
PP412832,Enterobacteria phage PRDforest,15,49,Unclassified,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412833,Enterobacteria phage PRDfuchsia,15,48,Unclassified,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8220
PP412834,Enterobacteria phage PRDgold,15,48,Unclassified,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412836,Enterobacteria phage PRDhazel,15,48,Unclassified,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412837,Enterobacteria phage PRDindigo,15,48,Unclassified,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8239
PP412847,Enterobacteria phage PRDobsidian,15,48,Unclassified,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8228
PP412849,Enterobacteria phage PRDpeacock,15,49,Unclassified,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8225
PP412851,Enterobacteria phage PRDpistachio,15,49,Unclassified,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8233
PP412858,Enterobacteria phage PRDsepia,15,48,Unclassified,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8229
PP412861,Enterobacteria phage PRDsky,15,48,Unclassified,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8236
PP412865,Enterobacteria phage PRDwine,15,48,Unclassified,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8220
NC_001421,Enterobacteria phage PRD1,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
NC_007451,Enterobacteria phage PR4,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8218
PP412818,Enterobacteria phage PRDaubergine,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412820,Enterobacteria phage PRDazure,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412821,Enterobacteria phage PRDbigpapi,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412822,Enterobacteria phage PRDbrick,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412824,Enterobacteria phage PRDcarrot,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412826,Enterobacteria phage PRDchartreuse,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412829,Enterobacteria phage PRDcochinilla,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412830,Enterobacteria phage PRDcrimson,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412831,Enterobacteria phage PRDemerald,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412835,Enterobacteria phage PRDgraphite,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412838,Enterobacteria phage PRDjet,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412839,Enterobacteria phage PRDjuniper,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412840,Enterobacteria phage PRDmagenta,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8231
PP412841,Enterobacteria phage PRDmahogany,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412842,Enterobacteria phage PRDmamacita,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412843,Enterobacteria phage PRDmaroon,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412844,Enterobacteria phage PRDmint,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412845,Enterobacteria phage PRDmustard,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412846,Enterobacteria phage PRDnavy,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412848,Enterobacteria phage PRDolive,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8240
PP412850,Enterobacteria phage PRDpine,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412852,Enterobacteria phage PRDplum,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412853,Enterobacteria phage PRDrose,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412854,Enterobacteria phage PRDroyal,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412855,Enterobacteria phage PRDruby,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412856,Enterobacteria phage PRDsage,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412857,Enterobacteria phage PRDscarlet,15,49,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412859,Enterobacteria phage PRDshaddybee,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412860,Enterobacteria phage PRDskutterchuck,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412862,Enterobacteria phage PRDteal,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412863,Enterobacteria phage PRDturquoise,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412864,Enterobacteria phage PRDvermilion,15,48,Alphatectivirus,Unclassified,Tectiviridae,Enterobacteria,dsDNA,vOTU_8219
PP412825,Enterobacteria phage PRDcerulean,15,48,Unclassified,Unclassified,Unclassified,Enterobacteria,,vOTU_8219
NC_001609,Enterobacteria phage P4,12,50,Unclassified,Unclassified,Unclassified,Enterobacteria,,vOTU_8294
X51522,Enterobacteria phage P4,12,50,Unclassified,Unclassified,Unclassified,Enterobacteria,,vOTU_8294
AB334720,Enterobacteria phage f1,6,41,Inovirus,Unclassified,Inoviridae,Enterobacteria,ssDNA,vOTU_8568
AB334721,Enterobacteria phage f1,6,41,Inovirus,Unclassified,Inoviridae,Enterobacteria,ssDNA,vOTU_8568
AY751298,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
DQ079873,Enterobacteria phage WA13,6,45,Alphatrevirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_8795
DQ079878,Enterobacteria phage NC3,6,45,Alphatrevirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_8768
DQ079896,Enterobacteria phage WA2,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
DQ079897,Enterobacteria phage WA3,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
DQ079898,Enterobacteria phage ID8,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
DQ079899,Enterobacteria phage WA5,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
DQ079900,Enterobacteria phage NC2,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
DQ079901,Enterobacteria phage NC13,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
DQ079902,Enterobacteria phage NC19,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
DQ079903,Enterobacteria phage ID41,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
DQ079904,Enterobacteria phage WA6,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
DQ079905,Enterobacteria phage ID12,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
DQ079906,Enterobacteria phage NC10,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
DQ079907,Enterobacteria phage NC6,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9200
F1CCG,Enterobacteria phage f1,6,41,Inovirus,Unclassified,Inoviridae,Enterobacteria,ssDNA,vOTU_8568
GQ153916,Enterobacteria phage f1,6,38,Inovirus,Unclassified,Inoviridae,Enterobacteria,ssDNA,vOTU_8568
GQ153917,Enterobacteria phage f1,6,40,Inovirus,Unclassified,Inoviridae,Enterobacteria,ssDNA,vOTU_8568
GQ153918,Enterobacteria phage f1,6,41,Inovirus,Unclassified,Inoviridae,Enterobacteria,ssDNA,vOTU_8568
GQ153919,Enterobacteria phage f1,6,41,Inovirus,Unclassified,Inoviridae,Enterobacteria,ssDNA,vOTU_8568
JF719732,Enterobacteria phage f1,6,40,Inovirus,Unclassified,Inoviridae,Enterobacteria,ssDNA,vOTU_8568
JF719733,Enterobacteria phage f1,6,41,Inovirus,Unclassified,Inoviridae,Enterobacteria,ssDNA,vOTU_8568
JF719734,Enterobacteria phage f1,6,41,Inovirus,Unclassified,Inoviridae,Enterobacteria,ssDNA,vOTU_8568
KX266300,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266301,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266302,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266303,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266304,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266305,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266306,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266307,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266308,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266309,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266310,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266311,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266312,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266313,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266314,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266315,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266316,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266317,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266318,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266319,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266320,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266321,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266322,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266323,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266324,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266325,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266326,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266327,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266328,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266329,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266330,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266331,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266332,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266333,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
KX266334,Enterobacteria phage ID11,6,46,Gequatrovirus,Bullavirinae,Microviridae,Enterobacteria,ssDNA,vOTU_9163
